log:

1:main_flag(x-y)	9766458.17879	flag_v:	1.05470162463	flag_s:	0.999915999811	flag_w:	0.888130911698

2:main_flag(x-y)	15385.2705983	flag_v:	0.036200370052	flag_s:	0.36016807019	flag_w:	0.995393293093

3:main_flag(x-y)	13750.4033516	flag_v:	0.0174221610826	flag_s:	0.865131843664	flag_w:	0.188441600056

4:main_flag(x-y)	13603.7967616	flag_v:	0.013863678559	flag_s:	0.224847192325	flag_w:	0.0242661810042

5:main_flag(x-y)	13531.8062573	flag_v:	0.0110452440603	flag_s:	0.135760821455	flag_w:	0.0127928091615

6:main_flag(x-y)	13490.7011997	flag_v:	0.00780456468739	flag_s:	0.108563324563	flag_w:	0.0108530468011

7:main_flag(x-y)	13467.4355995	flag_v:	0.00522675971873	flag_s:	0.0697546740672	flag_w:	0.00767094823944

8:main_flag(x-y)	13453.8149413	flag_v:	0.00404858345748	flag_s:	0.043400047742	flag_w:	0.00536618992093

9:main_flag(x-y)	13445.2861133	flag_v:	0.00324870645304	flag_s:	0.0280957036839	flag_w:	0.00415071686323

10:main_flag(x-y)	13439.5893596	flag_v:	0.00267850002124	flag_s:	0.0165650388044	flag_w:	0.00324048895753

11:main_flag(x-y)	13435.5931517	flag_v:	0.00236107745685	flag_s:	0.00888284902592	flag_w:	0.00272943734396

12:main_flag(x-y)	13432.6895202	flag_v:	0.00211160773086	flag_s:	0.00729894573802	flag_w:	0.00227840899656

13:main_flag(x-y)	13430.5249252	flag_v:	0.00188920621222	flag_s:	0.00702018393251	flag_w:	0.00204525134286

14:main_flag(x-y)	13428.8799128	flag_v:	0.00168050922522	flag_s:	0.00641762532223	flag_w:	0.00183053877898

15:main_flag(x-y)	13427.611265	flag_v:	0.00148779628812	flag_s:	0.00570136308033	flag_w:	0.00162745719743

16:main_flag(x-y)	13426.6217457	flag_v:	0.00131328429118	flag_s:	0.00497993201671	flag_w:	0.00144042056741

17:main_flag(x-y)	13425.8431494	flag_v:	0.0011579176868	flag_s:	0.00504510892079	flag_w:	0.00127131885213

18:main_flag(x-y)	13425.2263056	flag_v:	0.00104220946702	flag_s:	0.00510495544029	flag_w:	0.00112076889052

19:main_flag(x-y)	13424.73495	flag_v:	0.000936056891661	flag_s:	0.00496319482183	flag_w:	0.00100786274881

